ID,Country,Education,First Contact,Last Contact,Status,Stage,First Call,Signed up for a demo,Filled in customer survey,Did sign up to the platform,Account Manager assigned,Subscribed
10529,USA,,2022-01-25,2022-01-25,1st message,,,,,,,
10530,USA,,2022-01-25,2022-01-25,1st message,,,,,,,
10531,USA,,2022-01-25,2022-01-28,2nd message,,,,,,,
10532,USA,,2022-01-25,2022-01-25,1st message,,,,,,,
10533,UK,,2022-01-06,2022-01-06,1st message,declined/canceled call,,,,,,
10534,USA,,2022-01-06,2022-01-06,1st message,,,,,,,
10535,USA,,2022-01-06,2022-01-06,1st message,,,,,,,
10536,Norway,,2022-01-06,2022-01-06,1st message,,,,,,,
10537,USA,,2022-01-06,2022-01-06,1st message,,,,,,,
10538,Australia,,2022-01-06,2022-01-06,1st message,,,,,,,
10539,USA,,2022-01-06,2022-01-06,1st message,,,,,,,
10540,United Arab Emirates,,2022-01-06,2022-01-06,1st message,,,,,,,
10541,United Arab Emirates,,2022-01-06,2022-01-06,1st message,,,,,,,
10542,United Arab Emirates,,2022-01-06,2022-01-06,1st message,,,,,,,
10543,United Arab Emirates,,2022-01-06,2022-01-06,1st message,,,,,,,
10544,United Arab Emirates,,2022-01-06,2022-01-12,3rd message,,,,,,,
10545,United Arab Emirates,,2022-01-06,2022-01-06,1st message,,,,,,,
10546,United Arab Emirates,,2022-01-07,2022-01-12,3rd message,,,,,,,
10547,United Arab Emirates,,2022-01-07,2022-01-12,3rd message,,,,,,,
10548,United Arab Emirates,,2022-01-07,2022-01-07,1st message,,,,,,,
10549,United Arab Emirates,,2022-01-07,2022-01-07,1st message,,,,,,,
10550,United Arab Emirates,,2022-01-07,2022-01-07,1st message,,,,,,,
10551,USA,,2022-01-10,2022-01-10,1st message,,,,,,,
10552,USA,,2022-01-10,2022-01-10,1st message,,,,,,,
10555,United Arab Emirates,,2022-01-12,2022-01-18,3rd message,,2022-01-22,,,,,
10556,United Arab Emirates,,2022-01-12,2022-01-12,1st message,,,,,,,
10558,United Arab Emirates,,2022-01-12,2022-01-18,3rd message,,2022-01-18,,,,,
10559,United Arab Emirates,,2022-01-12,2022-01-12,1st message,,,,,,,
10560,United Arab Emirates,,2022-01-12,2022-01-18,3rd message,,,,,,,
10561,United Arab Emirates,,2022-01-12,2022-01-12,1st message,,,,,,,
10562,United Arab Emirates,,2022-01-12,2022-01-18,3rd message,,,,,,,
10563,United Arab Emirates,,2022-01-12,2022-02-16,3rd message,,,,,,,
10564,United Arab Emirates,,2022-01-12,2022-01-25,3rd message,,,,,,,
10565,United Arab Emirates,,2022-01-12,2022-01-12,1st message,,,,,,,
10566,United Arab Emirates,,2022-01-12,2022-01-12,1st message,,,,,,,
10567,United Arab Emirates,,2022-01-12,2022-01-12,1st message,,,,,,,
10568,United Arab Emirates,,2022-01-12,2022-01-18,3rd message,,,,,,,
10569,United Arab Emirates,,2022-01-12,2022-01-12,1st message,,,,,,,
10570,United Arab Emirates,,2022-01-12,2022-01-12,1st message,,,,,,,
10571,United Arab Emirates,,2022-01-12,2022-01-18,3rd message,,,,,,,
10572,USA,,2022-01-13,2022-01-13,1st message,,,,,,,
10573,USA,,2022-01-13,2022-01-13,1st message,,,,,,,
10574,USA,,2022-01-13,2022-01-13,1st message,,,,,,,
10575,USA,,2022-01-13,2022-01-13,1st message,,,,,,,
10576,USA,,2022-01-13,2022-01-13,1st message,,,,,,,
10577,USA,,2022-01-13,2022-01-13,1st message,,,,,,,
10578,USA,,2022-01-13,2022-01-13,1st message,,,,,,,
10579,USA,,2022-01-13,2022-01-13,1st message,,,,,,,
10580,USA,,2022-01-13,2022-01-13,1st message,,,,,,,
10581,USA,,2022-01-13,2022-01-13,2nd message,,,,,,,
10582,USA,,2022-01-13,2022-01-13,1st message,,,,,,,
10583,USA,,2022-01-16,2022-01-16,1st message,,,,,,,
10588,Canada,,2022-01-19,2022-01-19,1st message,,,,,,,
10589,USA,,2022-01-19,2022-01-19,1st message,,,,,,,
10590,USA,,2022-01-19,2022-01-19,1st message,,,,,,,
10591,USA,,2022-01-19,2022-01-19,1st message,,,,,,,
10592,USA,,2022-01-19,2022-01-19,1st message,,,,,,,
10593,USA,,2022-01-19,2022-01-19,1st message,,,,,,,
10594,USA,,2022-01-19,2022-01-19,1st message,,,,,,,
10595,USA,,2022-01-19,2022-01-19,1st message,,,,,,,
10596,USA,,2022-01-19,2022-01-19,1st message,,,,,,,
10597,USA,,2022-01-20,2022-01-20,1st message,,,,,,,
10598,USA,,2022-01-20,2022-01-20,1st message,,,,,,,
10599,USA,,2022-01-20,2022-01-20,2nd message,,,,,,,
10600,USA,,2022-01-20,2022-01-20,1st message,,,,,,,
10601,USA,,2022-01-20,2022-01-20,1st message,,,,,,,
10602,USA,,2022-01-23,2022-01-23,1st message,,,,,,,
10603,USA,,2022-01-23,2022-01-23,1st message,,,,,,,
10604,USA,,2022-01-23,2022-01-23,1st message,,,,,,,
10605,USA,,2022-01-24,2022-03-01,1st message,,,,,,,
10606,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10607,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10608,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10609,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10610,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10611,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10612,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10613,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10614,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10615,Australia,,2022-01-24,2022-02-08,2nd message,,,,,,,
10616,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10617,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10618,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10619,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10620,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10621,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10622,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10623,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10624,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10625,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10626,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10627,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10628,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10629,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10630,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10631,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10632,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10633,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10634,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10635,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10636,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10637,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10638,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10639,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10640,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10641,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10642,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10643,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10644,Australia,,2022-01-24,2022-02-02,2nd message,,,,,,,
10645,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10646,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10647,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10648,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10649,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10650,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10651,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10652,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10653,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10654,Australia,,2022-01-24,2022-01-26,2nd message,,,,,,,
10655,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10656,Australia,,2022-01-24,2022-01-25,1st message,not interested,,,,,,
10657,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10658,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10659,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10660,Australia,,2022-01-24,2022-01-24,2nd message,,,,,,,
10661,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10662,Australia,,2022-01-24,2022-01-24,2nd message,subscribed already,2022-02-12,2022-01-31,2022-01-31,2022-01-31,2022-02-14,2022-02-24
10663,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10664,Australia,,2022-01-24,2022-01-24,2nd message,,,,,,,
10665,Australia,,2022-01-24,2022-01-28,2nd message,,,,,,,
10666,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10667,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10668,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10669,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10670,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10671,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10672,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10673,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10674,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10675,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10676,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10677,Australia,,2022-01-24,2022-01-25,2nd message,,,,,,,
10678,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10679,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10680,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10681,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10682,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10683,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10684,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10685,Australia,,2022-01-24,2022-01-24,1st message,,,,,,,
10686,USA,,2022-01-25,2022-01-25,1st message,,,,,,,
10687,USA,,2022-01-25,2022-01-25,1st message,,,,,,,
10688,USA,,2022-01-25,2022-01-26,2nd message,,,,,,,
10689,USA,,2022-01-25,2022-01-26,2nd message,,,,,,,
10690,USA,,2022-01-25,2022-01-25,1st message,,,,,,,
10691,USA,,2022-01-25,2022-01-25,1st message,,,,,,,
10692,Australia,,2022-01-25,2022-01-26,2nd message,,,,,,,
10693,Australia,,2022-01-25,2022-01-25,1st message,,,,,,,
10694,Saudi Arabia,,2022-01-25,2022-01-25,1st message,,,,,,,
10695,Saudi Arabia,,2022-01-25,2022-02-05,3rd message,,,,,,,
10696,Saudi Arabia,,2022-01-25,2022-01-25,1st message,,,,,,,
10697,Saudi Arabia,,2022-01-25,2022-01-25,1st message,,,,,,,
10698,Saudi Arabia,,2022-01-25,2022-01-25,1st message,,,,,,,
10699,Qatar,,2022-01-25,2022-01-26,2nd message,,,,,,,
10700,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10701,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10702,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10703,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10704,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10705,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10706,Qatar,,2022-01-25,2022-01-26,2nd message,did not join the call,2022-02-01,,,,,
10707,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10708,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10709,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10710,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10711,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10712,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10713,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10714,Qatar,,2022-01-25,2022-01-25,1st message,,,,,,,
10715,Australia,,2022-01-26,2022-01-26,2nd message,,,,,,,
10716,Australia,,2022-01-26,2022-01-26,1st message,do not contact,,,,,,
10717,Australia,,2022-01-26,2022-01-26,1st message,do not contact,,,,,,
10718,Australia,,2022-01-26,2022-01-26,2nd message,,,,,,,
10719,Australia,,2022-01-26,2022-01-26,1st message,,,,,,,
10720,Singapore,,2022-01-26,2022-01-26,1st message,,,,,,,
10721,Singapore,,2022-01-26,2022-01-26,1st message,,,,,,,
10722,UK,,2022-01-26,2022-01-26,2nd message,,,,,,,
10723,Australia,,2022-01-27,2022-01-27,2nd message,,,,,,,
10724,Australia,,2022-01-27,2022-01-27,2nd message,,,,,,,
10725,Australia,,2022-01-27,2022-01-27,1st message,,,,,,,
10726,Australia,,2022-01-27,2022-01-27,1st message,,,,,,,
10727,Australia,,2022-01-27,2022-01-27,1st message,,,,,,,
10728,Australia,,2022-01-27,2022-01-27,1st message,,,,,,,
10729,Germany,,2022-01-27,2022-01-27,1st message,,,,,,,
10730,Australia,,2022-01-27,2022-01-27,1st message,,,,,,,
10731,Denmark,,2022-01-28,2022-01-28,1st message,,,,,,,
10732,Australia,,2022-01-28,2022-01-28,2nd message,,,,,,,
10733,Singapore,,2022-01-28,2022-01-28,1st message,,,,,,,
10734,Australia,,2022-01-28,2022-01-28,1st message,,,,,,,
10735,USA,,2022-02-01,2022-02-01,1st message,,,,,,,
10736,USA,,2022-02-01,2022-02-01,1st message,,,,,,,
10737,USA,B27,2022-02-01,2022-02-01,1st message,,,,,,,
10738,USA,,2022-02-01,2022-02-01,1st message,,,,,,,
10739,USA,,2022-02-01,2022-02-01,1st message,,,,,,,
10740,USA,,2022-02-01,2022-02-01,1st message,,,,,,,
10741,USA,,2022-02-01,2022-02-01,1st message,,,,,,,
10742,USA,,2022-02-01,2022-02-01,1st message,,,,,,,
10743,Canada,,2022-02-01,2022-02-01,1st message,,,,,,,
10744,USA,,2022-02-01,2022-02-01,1st message,,,,,,,
10745,UK,,2022-02-02,2022-02-02,1st message,,,,,,,
10746,USA,,2022-02-02,2022-02-02,1st message,,,,,,,
10747,USA,,2022-02-02,2022-02-02,1st message,,,,,,,
10748,Germany,,2022-02-02,2022-02-02,1st message,,,,,,,
10749,Germany,,2022-02-02,2022-02-02,2nd message,,,,,,,
10750,USA,,2022-02-02,2022-02-02,1st message,,,,,,,
10751,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10752,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10753,USA,B27,2022-02-04,2022-02-09,3rd message,,,,,,,
10754,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10755,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10756,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10757,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10758,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10759,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10760,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10761,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10762,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10763,USA,B27,2022-02-04,2022-02-16,3rd message,,,,,,,
10764,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10765,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10766,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10767,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10768,USA,B27,2022-02-04,2022-02-16,3rd message,,,,,,,
10769,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10770,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10771,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10772,USA,B27,2022-02-04,2022-02-16,3rd message,,,,,,,
10773,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10774,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10775,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10776,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10777,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10778,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10779,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10780,USA,B27,2022-02-04,2022-02-05,2nd message,,,,,,,
10781,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10782,Canada,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10783,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10784,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10785,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10786,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10787,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10788,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10789,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10790,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10791,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10792,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10793,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10794,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10795,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10796,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10797,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10798,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10799,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10800,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10801,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10802,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10803,USA,B27,2022-02-04,2022-02-05,1st message,,,,,,,
10804,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10805,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10806,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10807,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10808,USA,B27,2022-02-04,2022-02-09,3rd message,,,,,,,
10809,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10810,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10811,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10812,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10813,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10814,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10815,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10816,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10817,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10818,USA,B10,2022-02-04,2022-02-04,1st message,,,,,,,
10819,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10820,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10821,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10822,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10823,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10824,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10825,USA,B27,2022-02-04,2022-02-16,1st message,,,,,,,
10826,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10827,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10828,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10829,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10830,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10831,USA,B27,2022-02-04,2022-02-22,3rd message,,,,,,,
10832,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10833,USA,B27,2022-02-04,2022-02-16,3rd message,,,,,,,
10834,USA,B27,2022-02-04,2022-02-22,3rd message,,,,,,,
10835,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10836,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10837,USA,B27,2022-02-04,2022-02-05,2nd message,,,,,,,
10838,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10839,Canada,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10840,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10841,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10842,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10843,USA,B27,2022-02-04,2022-02-05,2nd message,,,,,,,
10844,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10845,USA,B27,2022-02-04,2022-02-09,3rd message,,,,,,,
10846,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10847,USA,B27,2022-02-04,2022-02-09,3rd message,,,,,,,
10848,USA,B27,2022-02-04,2022-02-16,3rd message,,,,,,,
10849,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10850,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10851,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10852,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10853,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10854,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10855,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10856,USA,B27,2022-02-04,2022-02-04,1st message,,,,,,,
10857,Australia,,2022-02-04,2022-02-16,2nd message,,,,,,,
10858,Australia,,2022-02-04,2022-02-04,1st message,,,,,,,
10859,USA,,2022-02-04,2022-02-05,1st message,,,,,,,
10860,Switzerland,,2022-02-06,2022-02-06,1st message,,,,,,,
10861,Switzerland,,2022-02-06,2022-02-06,1st message,,,,,,,
10862,Switzerland,,2022-02-06,2022-02-06,1st message,,,,,,,
10863,Switzerland,,2022-02-06,2022-02-06,1st message,,,,,,,
10864,Switzerland,,2022-02-06,2022-02-06,1st message,,,,,,,
10865,Switzerland,,2022-02-06,2022-02-06,1st message,,,,,,,
10866,Switzerland,,2022-02-06,2022-02-06,1st message,,,,,,,
10867,Switzerland,,2022-02-06,2022-02-06,1st message,,,,,,,
10868,Switzerland,,2022-02-06,2022-02-06,2nd message,,,,,,,
10869,United Arab Emirates,,2022-02-06,2022-02-06,1st message,,,,,,,
10870,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10871,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10872,USA,B27,2022-02-09,2022-02-16,3rd message,,,,,,,
10873,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10874,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10875,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10876,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10877,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10878,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10879,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10880,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10881,USA,B27,2022-02-09,2022-02-12,1st message,,,,,,,
10882,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10883,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10884,USA,B27,2022-02-09,2022-02-16,3rd message,did not join the call,2022-03-02,,,,,
10885,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10886,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10887,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10888,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10889,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10890,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10891,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10892,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10893,USA,B27,2022-02-09,2022-02-16,3rd message,,,,,,,
10894,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10895,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10896,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10897,USA,B27,2022-02-09,2022-02-16,3rd message,,,,,,,
10898,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10899,USA,B27,2022-02-09,2022-02-22,3rd message,,,,,,,
10900,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10901,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10902,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
10903,USA,B27,2022-02-09,2022-02-09,1st message,,,,,,,
